nome_;genero_;desenvolvedor_;lancamento_;plataformas_
EVE Online Adventure;RPG;Square Enix;2004;Xbox
EVE Online Saga;Esporte;Square Enix;2012;PlayStation
League of Legends Odyssey;Sandbox;FromSoftware;1995;Mobile
Among Us Origins;MMORPG;Mojang;1997;PlayStation 2
Diablo Saga;Estratégia;Bungie;1985;Mobile
Diablo Chronicles;Estratégia;Ubisoft;2005;Xbox 360
Fortnite Reborn;Ação;Epic Games;1988;Xbox Series X
Hades Origins;MMORPG;Mojang;2015;Xbox Series X
Fall Guys Origins;Terror;Supercell;2010;PC
Dota 2 Saga;Corrida;Supercell;1999;Xbox Series X
Fortnite Odyssey;Puzzle;Santa Monica Studio;1987;Nintendo Switch
Hades Odyssey;Estratégia;Ubisoft;2008;PlayStation
Apex Legends Infinity;Battle Royale;Bungie;2016;Wii U
Cyberpunk Saga;RPG;Rockstar Games;2021;Wii U
League of Legends Origins;MMORPG;Valve;1989;PlayStation 5
League of Legends Origins;Simulação;Ubisoft;2018;Nintendo Switch
Overwatch Saga;FPS;Nintendo;2022;Xbox Series X
God of War Origins;Terror;FromSoftware;2007;Xbox Series X
League of Legends Chronicles;Battle Royale;Epic Games;2017;Mobile
The Legend of Zelda Legends;Terror;Santa Monica Studio;1992;PlayStation 5
The Witcher Odyssey;FPS;Activision;2002;Wii U
The Legend of Zelda Legends;Puzzle;Mojang;1988;PlayStation 5
Fall Guys Adventure;Sandbox;Mojang;1990;Xbox Series X
Hollow Knight Infinity;Ação;Bethesda Game Studios;2014;Wii U
God of War Saga;RPG;Mojang;2023;Wii U
Diablo Legends;MMORPG;Mojang;1993;PlayStation 5
Minecraft Reborn;Ação;Santa Monica Studio;2004;Xbox
Assassin's Creed Reborn;Estratégia;Square Enix;1994;Nintendo Switch
Dota 2 Infinity;Sandbox;Supercell;1994;PlayStation 3
Minecraft Adventure;Esporte;Bethesda Game Studios;2022;Nintendo Switch
Red Dead Redemption Chronicles;Esporte;Santa Monica Studio;2023;Nintendo Switch
Call of Duty Reborn;Esporte;Santa Monica Studio;2006;PlayStation
Fall Guys Chronicles;Simulação;Mojang;1985;Nintendo Switch
Cyberpunk Saga;Ação;Activision;1995;PlayStation 5
Hades Legends;Estratégia;Square Enix;1993;Xbox Series X
Assassin's Creed Reborn;Sandbox;Supercell;1990;Xbox 360
Overwatch Infinity;Corrida;CD Projekt Red;2013;Xbox
God of War Infinity;Sandbox;Ubisoft;1996;PC
League of Legends Origins;Esporte;Valve;2008;Mobile
The Sims Origins;Terror;Square Enix;2012;PlayStation
Hades Origins;Corrida;Bethesda Game Studios;2014;PlayStation 3
Call of Duty Saga;Terror;Square Enix;2021;PlayStation 3
The Witcher Reborn;Estratégia;CD Projekt Red;2006;Xbox 360
Fall Guys Saga;Corrida;CD Projekt Red;2008;PC
Assassin's Creed Infinity;Terror;Supercell;2002;Mobile
Red Dead Redemption Legends;Puzzle;FromSoftware;2003;PlayStation 2
Dota 2 Reborn;Corrida;Supercell;2009;Nintendo Switch
Fortnite Odyssey;MMORPG;Supercell;2006;PC
Stardew Valley Legends;Puzzle;Nintendo;2014;PlayStation
Dota 2 Adventure;MMORPG;Blizzard Entertainment;2017;PlayStation 5
The Witcher Reborn;Ação;CD Projekt Red;2003;Mobile
Dota 2 Reborn;Terror;Mojang;2001;PC
Hollow Knight Reborn;Corrida;Mojang;2005;Xbox
God of War Infinity;Esporte;Nintendo;1990;PlayStation 3
The Witcher Saga;Battle Royale;Activision;2013;PlayStation 5
Fortnite Infinity;Battle Royale;Santa Monica Studio;1991;Nintendo Switch
Minecraft Chronicles;Ação;Supercell;2021;Mobile
Hollow Knight Legends;FPS;Supercell;2007;PlayStation 5
Apex Legends Infinity;Puzzle;Ubisoft;1988;PlayStation
Cyberpunk Saga;Aventura;Valve;2008;Xbox Series X
Cyberpunk Adventure;Puzzle;FromSoftware;1989;Xbox
Overwatch Odyssey;Ação;Mojang;1995;Wii U
Call of Duty Chronicles;Esporte;Mojang;2021;Wii U
Call of Duty Infinity;Esporte;CD Projekt Red;2023;Nintendo Switch
Diablo Legends;Corrida;Santa Monica Studio;1992;PlayStation
Hades Chronicles;Esporte;Activision;2023;PlayStation 2
Valorant Infinity;Ação;Rockstar Games;1991;Wii U
Call of Duty Infinity;Estratégia;Bungie;2010;Xbox Series X
Diablo Adventure;Estratégia;Square Enix;2013;Wii U
Diablo Legends;Corrida;Epic Games;2018;Nintendo Switch
The Legend of Zelda Reborn;Terror;Mojang;2007;Mobile
Valorant Infinity;MMORPG;CD Projekt Red;1993;PlayStation
Red Dead Redemption Odyssey;Terror;Blizzard Entertainment;2003;PC
PUBG Origins;Esporte;FromSoftware;2015;PlayStation
Minecraft Origins;MMORPG;Square Enix;1991;Nintendo Switch
Overwatch Adventure;Corrida;Activision;1995;Xbox 360
EVE Online Adventure;Battle Royale;Epic Games;2010;PlayStation 5
Diablo Legends;Sandbox;Valve;2023;PlayStation 2
Diablo Chronicles;RPG;Rockstar Games;2008;PlayStation
Elden Ring Origins;Ação;Bungie;2014;Nintendo Switch
Call of Duty Adventure;Battle Royale;Valve;1996;PlayStation 5
Valorant Legends;Simulação;Ubisoft;2011;PC
Dota 2 Chronicles;Esporte;Valve;2013;Xbox 360
League of Legends Saga;Aventura;Supercell;1998;PlayStation 3
Call of Duty Legends;Sandbox;Activision;2022;Mobile
Stardew Valley Adventure;Simulação;Santa Monica Studio;1986;PlayStation 5
Call of Duty Infinity;Estratégia;Epic Games;2011;Wii U
Elden Ring Legends;FPS;Mojang;2019;Mobile
The Legend of Zelda Adventure;Battle Royale;Activision;2023;Xbox 360
Diablo Chronicles;Simulação;Blizzard Entertainment;2019;PC
Cyberpunk Legends;Simulação;Rockstar Games;2023;Wii U
EVE Online Saga;Battle Royale;Bethesda Game Studios;2011;PlayStation 5
Fall Guys Reborn;FPS;FromSoftware;1988;Wii U
Stardew Valley Infinity;MMORPG;Bungie;2012;PlayStation
Fortnite Legends;Simulação;Epic Games;2009;Nintendo Switch
Minecraft Odyssey;Aventura;FromSoftware;1992;Mobile
Grand Theft Auto Legends;Estratégia;Bungie;1998;PlayStation 2
Apex Legends Origins;Corrida;CD Projekt Red;1998;Wii U
Fortnite Adventure;Terror;Epic Games;2021;Nintendo Switch
Dota 2 Saga;RPG;Rockstar Games;1991;Mobile
Fall Guys Chronicles;FPS;Blizzard Entertainment;1997;Nintendo Switch
God of War Adventure;Ação;Epic Games;1986;Mobile
Cyberpunk Chronicles;Aventura;Supercell;2022;PlayStation 3
Stardew Valley Adventure;FPS;Valve;1994;Nintendo Switch
Assassin's Creed Origins;Aventura;Ubisoft;2009;PlayStation 2
Stardew Valley Adventure;Estratégia;Blizzard Entertainment;2001;PC
Red Dead Redemption Origins;Corrida;Santa Monica Studio;2000;Nintendo Switch
PUBG Reborn;Terror;Santa Monica Studio;2016;Xbox
Hades Odyssey;FPS;Nintendo;2010;PlayStation
League of Legends Saga;Terror;Mojang;2017;PC
Dota 2 Odyssey;Aventura;Santa Monica Studio;2023;PlayStation 5
The Sims Legends;MMORPG;FromSoftware;2000;PlayStation 2
League of Legends Origins;RPG;Epic Games;1997;Xbox Series X
Hades Adventure;Corrida;Rockstar Games;1992;PC
EVE Online Origins;RPG;Santa Monica Studio;2017;Xbox
God of War Saga;Ação;Epic Games;2010;PlayStation 5
The Sims Chronicles;Terror;Supercell;2018;PC
Red Dead Redemption Odyssey;Puzzle;Valve;2019;PlayStation 5
Apex Legends Saga;Simulação;Epic Games;2005;Mobile
Fall Guys Legends;Ação;CD Projekt Red;1994;Wii U
Fall Guys Adventure;Ação;Nintendo;1990;Xbox 360
Minecraft Adventure;Terror;Valve;2002;PlayStation 2
Stardew Valley Reborn;MMORPG;Epic Games;2016;Nintendo Switch
Diablo Adventure;Puzzle;Mojang;2021;PlayStation
Hollow Knight Odyssey;Corrida;Square Enix;2011;Xbox Series X
The Legend of Zelda Origins;Simulação;Nintendo;2000;Xbox Series X
Apex Legends Chronicles;Estratégia;Rockstar Games;1986;PC
Assassin's Creed Reborn;Terror;Valve;2007;Mobile
Cyberpunk Odyssey;RPG;Square Enix;2012;Mobile
Cyberpunk Reborn;Battle Royale;Mojang;2003;PlayStation 5
Diablo Legends;Estratégia;Valve;1987;PlayStation 2
The Sims Odyssey;Simulação;Bungie;1997;Xbox 360
Valorant Odyssey;MMORPG;Bungie;1996;PlayStation 2
Call of Duty Infinity;Terror;Santa Monica Studio;2020;Xbox
Overwatch Odyssey;FPS;Bethesda Game Studios;1985;Mobile
Grand Theft Auto Infinity;MMORPG;Square Enix;2004;PC
Minecraft Reborn;Sandbox;Nintendo;2016;Mobile
Fall Guys Saga;Estratégia;Epic Games;2012;PlayStation 2
Call of Duty Adventure;Estratégia;Ubisoft;1989;PC
Valorant Origins;FPS;Blizzard Entertainment;2018;Nintendo Switch
Red Dead Redemption Legends;Sandbox;Ubisoft;1991;Xbox
God of War Odyssey;Terror;Nintendo;2002;PC
Elden Ring Reborn;MMORPG;Ubisoft;2019;Xbox
Elden Ring Saga;FPS;CD Projekt Red;2010;PlayStation 3
The Legend of Zelda Legends;RPG;Rockstar Games;1998;Xbox 360
Fortnite Infinity;Corrida;Rockstar Games;2013;Mobile
Among Us Odyssey;Simulação;Bethesda Game Studios;2004;PC
Hollow Knight Infinity;Estratégia;Valve;2020;PlayStation 5
Call of Duty Saga;Battle Royale;Bungie;2013;PC
League of Legends Reborn;Corrida;Santa Monica Studio;2023;Xbox 360
Elden Ring Legends;Aventura;Bungie;2018;PlayStation
EVE Online Legends;Esporte;Rockstar Games;1988;Xbox Series X
Grand Theft Auto Odyssey;Puzzle;Rockstar Games;1989;Xbox 360
The Witcher Origins;Simulação;Rockstar Games;2006;Xbox 360
Fall Guys Chronicles;Aventura;Bethesda Game Studios;2011;PlayStation 3
The Sims Reborn;FPS;Mojang;2011;PC
God of War Chronicles;Esporte;Ubisoft;1986;PlayStation 3
Valorant Origins;Battle Royale;Epic Games;1986;Xbox Series X
Minecraft Legends;Ação;Bungie;2002;Xbox Series X
Apex Legends Saga;Aventura;Epic Games;2002;PlayStation 2
Fortnite Adventure;MMORPG;Mojang;1996;PlayStation
Assassin's Creed Odyssey;Puzzle;Valve;2007;PC
Grand Theft Auto Reborn;Sandbox;CD Projekt Red;1988;PC
Diablo Reborn;Puzzle;Blizzard Entertainment;2022;PlayStation 3
God of War Origins;Aventura;Supercell;1995;Xbox
Grand Theft Auto Odyssey;Corrida;Nintendo;2022;Xbox 360
PUBG Odyssey;Terror;Supercell;1988;PlayStation
Hollow Knight Reborn;Aventura;Activision;1990;Xbox 360
Red Dead Redemption Odyssey;Ação;Nintendo;1986;PlayStation 5
Call of Duty Legends;Ação;Santa Monica Studio;2009;Mobile
The Legend of Zelda Legends;MMORPG;Blizzard Entertainment;1992;Xbox
Fortnite Legends;RPG;Mojang;1992;PC
Fortnite Saga;Terror;Activision;1994;Xbox
Elden Ring Origins;Estratégia;FromSoftware;2017;PlayStation 2
Valorant Chronicles;FPS;Square Enix;2023;Mobile
Among Us Saga;Simulação;Square Enix;2015;Xbox 360
Assassin's Creed Adventure;Esporte;Activision;1986;Nintendo Switch
Stardew Valley Saga;Esporte;Blizzard Entertainment;2004;Xbox 360
Minecraft Reborn;Simulação;FromSoftware;2021;Xbox Series X
Minecraft Origins;Sandbox;Activision;2013;Xbox 360
Hades Infinity;Terror;Activision;2001;Xbox 360
Assassin's Creed Chronicles;RPG;FromSoftware;1998;Mobile
Minecraft Reborn;MMORPG;Santa Monica Studio;1995;Xbox
Diablo Odyssey;Corrida;Blizzard Entertainment;2017;Xbox
The Sims Infinity;FPS;Nintendo;2010;Nintendo Switch
Diablo Origins;Terror;Nintendo;1990;Xbox 360
EVE Online Adventure;Aventura;Bethesda Game Studios;1998;PlayStation 5
Hollow Knight Chronicles;RPG;Bethesda Game Studios;2021;PlayStation 2
The Legend of Zelda Adventure;Battle Royale;Rockstar Games;2009;Xbox
Fall Guys Adventure;Puzzle;Bungie;2017;PlayStation 5
Hades Legends;Esporte;FromSoftware;2018;PlayStation 3
Diablo Adventure;Corrida;Santa Monica Studio;1991;Wii U
Overwatch Chronicles;Esporte;Valve;2003;Xbox
Diablo Adventure;Battle Royale;CD Projekt Red;2005;PC
The Witcher Origins;Sandbox;Rockstar Games;1996;Xbox
Fortnite Adventure;Ação;Nintendo;2003;PlayStation
Stardew Valley Infinity;Terror;Valve;2023;Wii U
The Sims Saga;Esporte;Bungie;2002;Wii U
The Witcher Infinity;Battle Royale;Santa Monica Studio;2014;PlayStation 2
Dota 2 Saga;Ação;Bungie;2014;Xbox Series X
Among Us Reborn;Esporte;FromSoftware;1992;Mobile
PUBG Origins;Terror;FromSoftware;2014;Wii U
Dota 2 Adventure;Aventura;Bungie;2016;PC
Elden Ring Saga;RPG;Bungie;2008;Xbox 360
Valorant Infinity;Corrida;Bungie;1986;Nintendo Switch
The Witcher Legends;Aventura;Mojang;1998;Nintendo Switch
Minecraft Infinity;MMORPG;Mojang;1995;Xbox
Fortnite Adventure;Corrida;Blizzard Entertainment;2001;PlayStation
Hollow Knight Infinity;Battle Royale;Ubisoft;1990;Wii U
God of War Odyssey;MMORPG;Rockstar Games;2023;PC
Diablo Adventure;RPG;Valve;2014;PlayStation
Minecraft Saga;Battle Royale;Epic Games;2020;Xbox 360
Among Us Chronicles;Puzzle;Supercell;2013;Xbox
Apex Legends Legends;Terror;CD Projekt Red;2002;Mobile
Among Us Infinity;Estratégia;Rockstar Games;1997;Wii U
Fortnite Chronicles;Esporte;Valve;1998;Wii U
Stardew Valley Chronicles;Battle Royale;Mojang;2002;Xbox 360
Dota 2 Reborn;Battle Royale;CD Projekt Red;2021;PlayStation 3
PUBG Infinity;Sandbox;Santa Monica Studio;2014;PlayStation 5
Among Us Adventure;MMORPG;CD Projekt Red;2010;Mobile
Dota 2 Origins;MMORPG;Valve;1994;PlayStation 5
Hollow Knight Odyssey;Simulação;Ubisoft;2010;PlayStation 3
Fortnite Legends;Ação;Activision;1994;Xbox 360
Call of Duty Chronicles;Esporte;FromSoftware;2001;Xbox 360
Red Dead Redemption Odyssey;Sandbox;Valve;2013;Mobile
Cyberpunk Chronicles;Estratégia;Blizzard Entertainment;1989;PC
The Legend of Zelda Chronicles;Terror;Supercell;2007;PlayStation 5
Hades Origins;Aventura;Valve;2008;PC
EVE Online Adventure;Terror;Square Enix;1990;Xbox
Elden Ring Origins;Corrida;Supercell;2022;Xbox
Elden Ring Legends;Estratégia;Mojang;2013;PlayStation
EVE Online Reborn;Aventura;Square Enix;2002;Mobile
Call of Duty Chronicles;Puzzle;Epic Games;2006;Xbox
Elden Ring Reborn;Ação;Ubisoft;1995;PlayStation 3
Diablo Saga;Simulação;Mojang;1990;PC
Minecraft Origins;Puzzle;Santa Monica Studio;1985;Mobile
Fortnite Infinity;Esporte;Ubisoft;2006;Nintendo Switch
Overwatch Infinity;Corrida;Rockstar Games;2007;PlayStation
League of Legends Odyssey;FPS;Bungie;1987;PlayStation 2
League of Legends Saga;Corrida;Santa Monica Studio;1991;PC
Hollow Knight Origins;FPS;Supercell;1997;Nintendo Switch
EVE Online Saga;FPS;Square Enix;1986;PlayStation 5
Overwatch Saga;Ação;Ubisoft;1991;Xbox
Fortnite Chronicles;Sandbox;CD Projekt Red;1998;Mobile
God of War Saga;Battle Royale;Epic Games;2016;Xbox
Assassin's Creed Odyssey;Terror;Mojang;1999;PlayStation 3
Stardew Valley Legends;FPS;Ubisoft;2008;Nintendo Switch
Among Us Legends;MMORPG;Blizzard Entertainment;2022;Nintendo Switch
Overwatch Saga;Simulação;Santa Monica Studio;2011;Mobile
Apex Legends Chronicles;Estratégia;Bungie;1997;Wii U
Elden Ring Odyssey;Battle Royale;Ubisoft;1994;PlayStation 3
Overwatch Origins;MMORPG;Blizzard Entertainment;1988;PC
PUBG Reborn;MMORPG;FromSoftware;2000;PlayStation 3
Dota 2 Saga;Corrida;Activision;1985;Nintendo Switch
Valorant Legends;RPG;Square Enix;2012;PlayStation 5
Cyberpunk Odyssey;Terror;FromSoftware;1992;PlayStation 3
Apex Legends Infinity;Estratégia;Rockstar Games;2007;Xbox 360
Call of Duty Origins;FPS;Nintendo;2001;Mobile
EVE Online Origins;Simulação;FromSoftware;2009;PlayStation
PUBG Reborn;FPS;FromSoftware;1999;Wii U
Minecraft Chronicles;Esporte;Ubisoft;2007;Nintendo Switch
Grand Theft Auto Origins;MMORPG;Valve;2005;PC
Cyberpunk Origins;Corrida;Activision;2010;Nintendo Switch
Dota 2 Infinity;Sandbox;CD Projekt Red;1985;PC
The Legend of Zelda Saga;Simulação;Supercell;2022;Xbox
The Legend of Zelda Saga;Corrida;Epic Games;2002;PlayStation 2
League of Legends Saga;Puzzle;Rockstar Games;1995;Xbox
Red Dead Redemption Saga;Battle Royale;Valve;2013;Wii U
Red Dead Redemption Saga;Terror;Ubisoft;1990;Xbox
Assassin's Creed Chronicles;Sandbox;Rockstar Games;2017;Mobile
Among Us Origins;Simulação;Bungie;1996;Xbox Series X
PUBG Adventure;Sandbox;Rockstar Games;2000;PC
Diablo Legends;RPG;Mojang;2009;Nintendo Switch
Call of Duty Adventure;Terror;Mojang;2010;Wii U
Cyberpunk Odyssey;Ação;Bethesda Game Studios;1985;Xbox 360
EVE Online Adventure;Corrida;Valve;2000;PlayStation 5
The Sims Odyssey;FPS;Nintendo;1994;Xbox
Grand Theft Auto Adventure;RPG;Bethesda Game Studios;2009;Xbox 360
EVE Online Origins;RPG;FromSoftware;2009;PC
Red Dead Redemption Infinity;Ação;FromSoftware;2012;Nintendo Switch
Valorant Infinity;Estratégia;Rockstar Games;1991;PlayStation
God of War Origins;Terror;Bungie;2001;PC
Hollow Knight Origins;Corrida;Nintendo;2016;PlayStation 2
Overwatch Chronicles;Aventura;Ubisoft;2003;Mobile
EVE Online Adventure;RPG;Bungie;1992;Xbox
League of Legends Legends;MMORPG;Bethesda Game Studios;2021;Mobile
Red Dead Redemption Saga;Estratégia;Ubisoft;2018;Xbox Series X
Among Us Infinity;Terror;Bethesda Game Studios;1986;Nintendo Switch
Minecraft Legends;Simulação;Ubisoft;1997;Xbox 360
Red Dead Redemption Saga;Terror;FromSoftware;2012;Xbox
EVE Online Reborn;Terror;Rockstar Games;1997;Wii U
The Legend of Zelda Adventure;Simulação;Valve;2009;Wii U
Valorant Infinity;Esporte;Mojang;1990;PC
Valorant Adventure;FPS;Supercell;2008;Xbox 360
Elden Ring Origins;MMORPG;Santa Monica Studio;2019;PlayStation 5
Among Us Origins;Ação;FromSoftware;1993;Xbox Series X
Fall Guys Chronicles;FPS;Supercell;1999;Xbox
Call of Duty Reborn;Terror;Mojang;2019;Xbox
Assassin's Creed Chronicles;Sandbox;FromSoftware;2018;Xbox 360
Hades Legends;Esporte;Ubisoft;2005;Wii U
The Sims Reborn;Corrida;Supercell;1998;PC
Call of Duty Reborn;Aventura;Bethesda Game Studios;2007;Wii U
Hollow Knight Adventure;Simulação;Supercell;2008;PlayStation 3
Dota 2 Odyssey;Corrida;Valve;2009;PlayStation 3
Fortnite Legends;Estratégia;Epic Games;2015;PlayStation 5
Minecraft Odyssey;Corrida;Square Enix;2007;Mobile
Overwatch Reborn;Simulação;FromSoftware;2022;PlayStation 3
Fortnite Reborn;Esporte;CD Projekt Red;2004;PlayStation 3
Cyberpunk Reborn;Esporte;Activision;2017;Mobile
EVE Online Origins;Simulação;Nintendo;2016;PlayStation 3
Fall Guys Infinity;Battle Royale;Blizzard Entertainment;1995;Wii U
Minecraft Infinity;Puzzle;Blizzard Entertainment;2013;Xbox 360
Fall Guys Infinity;Corrida;CD Projekt Red;2018;PlayStation 3
Minecraft Chronicles;Ação;Ubisoft;1989;PlayStation 3
The Sims Adventure;Battle Royale;Supercell;2011;PlayStation
Among Us Infinity;RPG;CD Projekt Red;2014;PlayStation 5
Dota 2 Chronicles;Esporte;Activision;2020;Mobile
League of Legends Chronicles;Aventura;Nintendo;2021;PlayStation 5
Cyberpunk Odyssey;FPS;Blizzard Entertainment;1996;PC
Minecraft Legends;Ação;Square Enix;2002;PlayStation 2
Grand Theft Auto Odyssey;Ação;Nintendo;2018;Xbox Series X
League of Legends Origins;RPG;Epic Games;2014;Wii U
PUBG Saga;Terror;Rockstar Games;2023;PlayStation 3
League of Legends Infinity;MMORPG;Supercell;2003;PlayStation 3
Fortnite Reborn;Simulação;Supercell;2002;PC
Fortnite Reborn;Terror;Blizzard Entertainment;2003;Xbox 360
Cyberpunk Origins;Terror;Bungie;1992;PlayStation 2
EVE Online Adventure;Estratégia;Rockstar Games;2018;Mobile
PUBG Odyssey;Terror;Activision;2007;PlayStation 3
Valorant Legends;Aventura;Supercell;1993;Xbox Series X
Minecraft Infinity;Sandbox;Ubisoft;1985;Xbox
Call of Duty Chronicles;Puzzle;Mojang;2013;Wii U
God of War Reborn;Esporte;Santa Monica Studio;1994;Xbox 360
Hades Saga;MMORPG;Ubisoft;2002;PC
Fall Guys Origins;Puzzle;FromSoftware;1993;Xbox 360
The Legend of Zelda Legends;Terror;Rockstar Games;2018;PlayStation 3
Cyberpunk Infinity;Sandbox;Mojang;1995;PlayStation 3
Among Us Odyssey;Estratégia;Bungie;2016;PlayStation 3
Valorant Infinity;Ação;Nintendo;2004;Xbox
League of Legends Odyssey;Simulação;Epic Games;2017;Mobile
The Sims Odyssey;Sandbox;Epic Games;2014;Mobile
Valorant Chronicles;Terror;FromSoftware;1999;PlayStation 5
Stardew Valley Reborn;FPS;FromSoftware;1994;Nintendo Switch
Dota 2 Saga;Terror;Epic Games;1995;PlayStation 3
The Legend of Zelda Adventure;Estratégia;CD Projekt Red;1987;PlayStation
Hollow Knight Infinity;Aventura;Nintendo;1996;Mobile
Overwatch Chronicles;Terror;Activision;2021;PC
EVE Online Adventure;Puzzle;Square Enix;2021;Xbox
Hollow Knight Infinity;Puzzle;Square Enix;1998;PlayStation
Overwatch Adventure;Puzzle;Bethesda Game Studios;1999;PlayStation 5
Assassin's Creed Infinity;Sandbox;Ubisoft;2020;Wii U
Overwatch Infinity;FPS;Blizzard Entertainment;2011;Mobile
Fall Guys Odyssey;Estratégia;Activision;2019;PlayStation 3
EVE Online Chronicles;Aventura;Mojang;2007;Nintendo Switch
Call of Duty Odyssey;Simulação;Valve;1995;PC
God of War Odyssey;Ação;Ubisoft;1992;PlayStation 3
League of Legends Saga;FPS;Bungie;1985;PC
Fortnite Legends;Estratégia;Mojang;2007;Xbox
Hollow Knight Legends;Sandbox;Supercell;1993;Mobile
Elden Ring Origins;MMORPG;Supercell;1986;Wii U
The Legend of Zelda Odyssey;Puzzle;FromSoftware;1994;PlayStation 5
Overwatch Chronicles;Aventura;Bungie;2011;PC
Grand Theft Auto Origins;Terror;Bungie;1993;Xbox 360
